"","gene_symbol","2021_02_12_DS1_Cell","2021_02_12_DS1_Pt","2021_02_12_DS76_Cell","2021_02_12_DS81_Cell","2024_07_02_DS76_Pt","2024_07_02_DS81_Pt"
"551","MSR1",77,101,286,73,128,19
"552","CDH1",0,93,0,0,25,1
"553","MTREX",1982,1433,1108,1264,109,393
"554","DNAH5",0,0,0,0,0,1
"555","ZFYVE16",2492,1569,1134,864,812,468
"556","RIPOR1",3995,5196,2493,1205,4369,3107
"557","C6",0,0,0,0,0,0
"558","RAI14",2333,1993,1566,314,803,280
"559","SOX30",0,6,3,12,0,1
"560","PNKP",2438,2339,1247,786,3163,3644
"561","BEST2",3,0,0,0,0,29
"562","PHLPP2",1522,1541,633,495,516,367
"563","SPDL1",1995,2190,1366,1745,986,514
"564","STAU2",2050,1400,1972,1826,481,240
"565","SLC66A1",682,310,338,232,511,657
"566","CTNS",1257,898,1147,219,704,377
"567","RTN4R",1115,467,417,311,334,1227
"568","PHF23",2412,1198,1852,905,1176,974
"569","CDH10",0,4,0,0,0,0
"570","INPP4A",2095,2441,2557,1369,2524,1041
"571","RAB27B",0,0,0,0,2,0
"572","PSMA4",7773,8801,5382,5246,4098,4998
"573","MYO16",0,0,0,0,0,0
"574","LSG1",378,285,68,95,209,80
"575","PARP3",2441,2054,294,570,391,1312
"576","TNC",0,12,0,0,3,12
"577","THAP3",788,742,406,440,631,1968
"578","RIPOR3",6,1107,3,0,301,147
"579","TDP1",2621,2539,2180,2169,1634,1034
"580","AIFM2",362,274,106,224,130,490
"582","SPATA7",369,324,125,120,138,162
"583","MED17",1430,1537,1064,1196,1047,692
"584","RETSAT",1838,2025,1004,1224,930,1229
"585","CAPG",1293,2151,6911,3187,5752,8257
"586","AP2S1",193,309,201,153,410,1998
"587","USH2A",0,0,0,0,0,0
"588","ZPBP",0,0,0,1,0,0
"589","TG",2,5,7,14,8,79
"590","ADAM28",2,11,144,20,137,36
"591","BARX2",3,2,4,3,0,1
"592","DCUN1D1",1473,1724,1208,1069,528,391
"593","JADE2",6586,10106,3316,1595,8092,3949
"594","ZIC2",1555,200,0,55,1,4
"595","LCP2",635,1047,1445,415,863,568
"596","TRIT1",1048,872,410,795,460,554
"597","ADRB1",25,65,25,6,3,37
"598","GUCA2B",0,0,0,0,0,0
"599","CUL7",1067,1009,751,544,1524,2089
"600","CTNNA1",1300,1693,608,931,315,2598
"601","PHKA2",10083,10165,1318,1478,3037,3582
"602","CNTLN",806,900,503,0,480,4
"603","EPHA3",0,0,0,0,1,0
"604","HSPA5",15466,29624,11717,9168,7423,19485
"605","DSG2",0,0,0,0,0,0
"606","GEMIN8",641,772,253,211,546,460
"607","OFD1",21140,8164,890,1088,2492,3425
"608","GPM6B",2697,3663,5,1090,110,144
"609","MAGEC2",0,0,0,0,0,0
"610","PREX2",0,0,0,0,0,0
"611","WDR37",2034,1507,1238,1239,1725,1478
"612","YTHDC2",2777,2175,1251,1543,1784,556
"613","CTPS2",2582,2985,527,919,618,689
"614","ATP6V1H",1890,2002,1514,1561,911,1008
"615","POLR2B",7305,6733,4473,4449,4923,1647
"616","ATOSA",710,516,1188,566,1760,273
"617","ARAP2",1389,2042,1904,1595,3412,524
"618","TPR",16533,14921,10109,10843,9236,4086
"619","CP",2,1,0,0,17,1
"620","KATNIP",1368,1161,775,671,1597,1020
"621","DTNBP1",2197,2035,2169,1378,1422,2708
"622","XK",0,669,0,0,67,37
"623","ANO2",0,2,0,1,77,0
"624","C12orf4",862,1174,727,352,552,321
"625","SCML1",2074,1283,122,194,320,28
"626","WWC3",10277,3635,5769,4628,1286,1347
"627","ARHGAP6",0,1,0,6,6,1
"628","FAM184B",9,17,1,8,3,2
"629","MAP4",9726,9021,4167,3873,5342,5824
"630","GOPC",45,25,3,125,167,161
"631","ROS1",3,0,0,0,0,0
"632","USP28",3242,3185,1433,1331,1675,1016
"633","HDAC9",1499,2142,1314,2067,686,205
"634","TSPAN17",718,1189,623,615,423,1420
"635","NOP16",1222,1155,1399,1753,1194,1280
"636","CC2D2A",556,681,17,66,214,67
"637","RRM2B",1167,1155,1505,1077,589,178
"638","ZNF800",1448,1487,797,924,849,353
"639","TNFRSF17",0,0,26,1,0,6
"640","SNX29",2064,1893,3427,1070,2355,664
"641","LMO3",0,0,0,0,0,0
"642","MRPS10",1426,1534,1700,1518,965,768
"643","GUCA1A",0,0,0,3,0,62
"644","RSF1",3141,2388,1894,1807,1028,390
"645","VPS13D",4222,6201,1868,2334,3698,2364
"646","CELF2",10149,9434,10877,10206,7990,2496
"647","FAM120A",1222,1084,1106,860,1314,26
"648","R3HDM1",6211,6404,4884,4943,2624,820
"649","COL9A2",62,75,97,9,266,637
"650","KITLG",0,0,0,0,0,0
"651","ERCC8",387,517,295,338,274,114
"652","ADAMTS6",263,238,21,169,158,57
"653","H6PD",2730,2029,4268,2460,2302,2018
"654","VAMP3",138,256,71,66,92,18
"655","PER3",836,523,162,562,37,99
"656","UTS2",411,428,222,4,168,29
"657","TNFRSF9",9,16,51,36,16,78
"658","EPN3",5,0,0,0,6,3
"659","LTBP1",29,208,0,28,78,18
"660","RCN1",4020,3450,1743,3444,957,3047
"661","ELN",0,0,0,0,1,18
"662","RFC2",3370,4208,3596,3977,2363,4618
"663","ARID1B",13375,12400,7506,7624,5858,1475
"664","CLPTM1L",1566,1708,907,2110,3780,5163
"665","NEDD4L",2115,2027,723,751,75,813
"666","FOXP3",35,27,8,23,6,1
"667","PPP1R3F",103,106,42,116,74,743
"668","HEXB",160,238,159,200,492,1274
"669","PTCD2",132,161,162,156,130,35
"670","NEXMIF",0,0,0,0,5,0
"671","JKAMP",1034,821,599,447,719,467
"672","DKK3",0,2,0,0,0,9
"673","ARHGEF5",0,2,10,22,8,349
"674","NFE2L3",4,50,4,341,9,45
"675","MCUR1",2334,2297,1740,1919,1327,817
"676","LIMA1",1139,918,590,180,177,80
"677","LETMD1",2083,1466,843,1189,2308,3053
"678","SLC4A8",133,135,33,62,333,275
"679","LAMC3",2,17,0,0,12,22
"680","PTGER3",0,3,0,0,1,0
"681","TNIP3",0,0,0,0,1,2
"682","MAPK9",2755,2818,1675,1537,1219,966
"683","COL23A1",12,1,56,2,182,46
"684","BCAR1",0,0,0,0,0,2
"685","FHIP1B",1725,1398,456,396,2148,3108
"686","HERPUD1",1133,1333,1242,1124,692,2337
"687","HOMER3",1866,559,300,300,84,723
"688","RAD51",1345,1450,1715,2270,1301,2148
"689","POLQ",3459,2201,1340,1707,1663,1196
"690","PIK3CB",1435,949,905,583,302,164
"691","CYBA",5745,10022,5904,3189,14329,23533
"692","THOC3",5842,7282,4111,4058,2489,3379
"693","HEBP2",559,930,484,545,884,1124
"694","MPHOSPH9",4137,3851,2120,2574,3121,1115
"695","PLEKHA5",336,145,144,16,285,114
"696","PRSS8",0,0,0,0,0,0
"697","SIKE1",1783,1597,1358,1731,738,364
"698","RRP12",1851,2141,1784,2051,1914,3038
"699","FNIP2",4,3,39,0,5,12
"700","MSMO1",156,56,71,175,15,78
"701","TTC17",4309,3960,1541,1896,3505,2469
"702","ALX4",0,0,0,0,0,4
"703","FSTL4",35,6,21,91,18,26
"704","FOXN3",8305,10298,7420,7899,3445,1843
"705","METTL24",0,1,0,2,0,0
"706","AKR7A2",2628,2781,1889,1763,1736,2688
"707","MRTO4",2553,3297,3216,4423,1495,2676
"708","NNAT",0,0,0,0,0,6
"709","USE1",321,171,71,97,167,710
"710","MCF2L2",457,132,37,64,181,62
"711","NRIP2",3,0,1,0,0,5
"712","LAMA3",42,155,118,127,226,1153
"713","AP5M1",2153,1604,1536,1311,1068,553
"714","ANAPC4",1420,1305,688,756,1357,1331
"715","KCNQ1",0,0,0,3,25,0
"716","TRAPPC3",1952,2034,1522,1203,1429,2378
"717","THRAP3",5804,3695,4525,3899,1371,10
"718","PHPT1",812,592,358,145,882,2193
"719","ENTPD2",0,0,0,0,0,5
"720","LY75",3509,3540,1408,3548,2140,325
"721","ARID4B",5193,3288,2439,2633,2054,477
"722","OPN3",463,594,698,1135,774,895
"723","SDCCAG8",361,291,321,143,946,429
"724","PTPRN",0,0,0,0,0,8
"725","KIF1B",4536,3739,1017,1246,1354,694
"726","FOXC1",2,0,0,11,0,4
"727","TBC1D22A",1159,1374,2207,1611,1972,2334
"728","SYNE2",3816,4275,7407,2084,9818,1591
"729","PLEKHH1",65,59,13,15,87,72
"730","ATP9A",5989,73,12643,1298,2040,46
"731","SPO11",0,0,0,0,0,0
"732","CBLN4",0,0,0,0,0,0
"733","CHRDL2",0,0,0,0,1,3
"734","FAM168A",5952,5140,4245,2238,3908,1547
"735","RELT",1969,2041,1070,836,4151,3717
"736","GALC",363,480,109,224,575,325
"737","NOP58",554,631,287,274,374,159
"738","SZRD1",9442,10978,9552,7484,7602,8896
"739","KCNH2",0,857,0,0,200,175
"740","CUL1",5472,5616,4258,4174,2817,2261
"741","FAM114A2",1020,1071,724,620,707,357
"742","CYFIP2",17644,13986,13887,12709,11981,3115
"743","TAB2",4482,4609,3396,3891,2584,1138
"744","GINM1",439,264,41,127,163,210
"745","EIF2AK2",8120,9061,5019,4451,2997,1238
"746","USP36",4789,3375,2900,4017,2149,2907
"747","KMT2C",4170,2546,2265,2311,1814,493
"748","MCOLN3",0,5,0,0,0,0
"749","CCDC85A",0,0,0,0,0,0
"750","PUM2",5749,3787,3547,2969,1714,487
"751","MRPL43",1747,2201,881,839,953,1742
"752","ITIH4",1123,1219,79,97,1114,4010
"753","ITIH1",5,9,9,1,54,5
"754","HPF1",1133,1424,603,483,335,293
"755","ZFR",456,463,241,330,196,271
"756","ZNF280C",1086,740,349,430,239,38
"757","NPFFR2",0,0,0,0,0,0
"758","PHF21B",281,380,0,2,0,0
"759","TRAF1",223,163,203,61,387,1041
"760","RC3H2",4536,2855,2150,2081,2245,849
"761","IL17RB",1,2,1,3,4,2
"762","TRAF3IP2",2079,2681,4613,3196,5282,3293
"763","GYG2",0,0,0,0,0,0
"764","DCBLD2",131,96,5,46,12,41
"765","SERPINB3",0,0,0,0,0,0
"766","SOAT1",2802,1814,1346,1699,588,780
"767","PKP2",5,0,0,0,7,3
"768","MSH4",19,9,1,1,16,15
"769","F7",0,0,0,0,0,0
"770","GDI2",19096,20984,17229,15200,11358,10868
"771","PRDM1",50,80,216,854,103,139
"772","ATG5",544,677,783,915,641,1251
"773","TMCC3",19,11,29,8,15,84
"774","PITHD1",3401,3757,2040,2823,1586,4196
"775","MTA3",1500,1899,540,615,845,1155
"776","USP13",2808,2730,1652,2920,1194,796
"777","ATP11B",1099,915,617,644,458,45
"778","LAMC2",2,0,0,0,0,2
"779","CDK14",5329,4309,2156,8070,1022,1415
"780","SEC61A1",11842,10928,7731,9275,5681,15953
"781","PPP1R12A",7044,5483,4144,4106,2150,448
"782","RASGRF1",10,0,51,6,2,10
"783","CAMK2B",0,1,0,4,0,25
"784","CROCC",1066,970,116,189,801,1511
"785","POLR3E",3388,3375,1669,2193,2825,1744
"786","ATP2B4",12439,14289,5563,5946,10062,3804
"787","ZC3H11A",14180,12455,5948,4944,8305,3598
"788","RIOK2",1481,1496,1090,1352,610,462
"789","YIPF1",654,685,509,467,604,1502
"790","NDC1",2506,2727,2194,3747,1492,1210
"791","DGKG",159,181,176,164,144,130
"792","FLYWCH1",2793,2589,921,873,2328,2789
"793","UNKL",2619,1123,998,1037,2312,1512
"794","TBXAS1",62,127,1230,335,979,364
"795","PARP12",2064,2168,1228,555,3089,4563
"796","ALDH18A1",8101,8256,3087,5685,2010,2242
"797","TARBP1",4503,3507,1636,1534,8048,1368
"798","GATB",451,470,610,223,282,262
"799","MXD1",1101,1291,283,431,560,588
"800","CDK17",1900,1112,1024,1042,654,110
"801","DNAJC25",327,391,143,179,150,112
"802","SLC2A3",281,357,64,23,347,99
"803","PSD",320,172,7,10,17,61
"804","CTDP1",2491,2554,1769,1205,1793,2184
"805","YBX3",13619,21233,4802,2859,12921,7464
"806","STYK1",29,132,11,1,68,90
"807","WNK1",12242,13784,8058,4623,6140,588
"808","RPS17P5",0,0,0,0,0,0
"809","CCAR1",4454,4142,2901,2462,3736,660
"810","OGFR",713,897,161,69,1379,309
"811","GNA15",4831,13707,3847,5172,4771,9325
"812","CREB3L3",8,32,0,0,22,5
"813","PIGV",483,203,354,214,458,860
"814","PTPRU",76,29,3,6,7,128
"815","SNRNP40",2860,2659,2902,2817,2013,2580
"816","RIMBP2",0,6,0,2,0,8
"817","COL11A1",0,2,0,0,6,0
"818","QSER1",3671,2255,1920,3252,834,224
"819","MPC1",284,256,59,94,152,215
"820","ACAA1",1479,1067,422,494,1965,3443
"821","BCAT1",2095,1589,1123,942,484,72
"822","HDAC7",2595,3239,2536,1437,8671,9848
"823","LZTS1",164,10,6,102,0,60
"824","PRDM6",23,19,0,1,0,28
"825","WNT8A",11,6,14,0,2,8
"826","SPAG4",115,38,28,5,7,86
"827","NCKAP1",5,9,1,1,30,19
"828","MRPS35",2036,2572,1974,1189,940,466
"829","GUCY1B1",82,144,67,25,269,4
"830","SFSWAP",5693,6468,3016,3012,3824,3755
"831","TNK2",571,384,363,349,14190,19344
"832","MON2",2572,2592,1225,1105,1920,430
"833","CDH3",23,15,6,5,68,26
"834","ARSF",0,0,0,0,0,0
"835","GPBP1",5372,5700,3030,3306,2556,2845
"836","DGAT2",116,43,0,74,25,184
"837","ZNF112",253,114,6,1,108,11
"838","CS",13701,14692,8906,7900,8080,6871
"839","LTK",873,647,736,93,4643,3704
"840","MRPS24",859,1201,1952,1597,1286,2572
"841","ELMO2",1414,1218,623,599,596,1782
"842","WAPL",198,272,1,92,73,504
"843","VMP1",2359,2264,1921,1478,1201,1592
"844","APPBP2",2350,1923,1364,1175,991,509
"845","POLD1",11437,13000,4564,6905,6487,14105
"846","SEZ6",13,3,18,18,0,33
"847","EIF4B",15492,14461,11284,12552,5917,639
"848","SLC6A16",2,7,13,3,54,27
"849","BICRA",3013,2603,1164,1416,1368,1625
"850","SPHK2",1662,1242,1274,1047,975,2387
"851","RPL18",23397,23596,23717,21625,30958,67805
"852","CA11",399,160,180,89,315,297
"853","ISOC2",1345,1598,1165,1374,1123,1814
"854","U2AF2",19536,20656,14238,13868,13794,17058
"855","EPN1",783,902,774,636,911,1785
"856","MED29",2102,2378,1551,2147,1632,1968
"857","AHRR",5906,62,8410,5007,48,40
"858","GSC2",0,0,0,0,0,0
"859","ZNF275",1,26,1864,1235,1169,492
"860","MTMR1",4046,5388,1821,1450,1999,899
"861","GPC1",107,128,1,115,12,592
"862","ADCK1",335,366,242,132,418,1062
"863","HAGH",1867,2498,680,928,813,2147
"864","RNF4",295,216,208,276,905,833
"865","CASP8",1058,1300,1375,780,1195,571
"866","LIMCH1",0,0,0,0,1,1
"867","INTS13",341,250,167,142,152,101
"868","TM7SF3",4095,4408,3335,1257,3819,1866
"869","DLX3",0,0,0,0,0,0
"870","SPA17",221,53,307,165,64,27
"871","TSPAN32",24,166,39,21,916,212
"872","CCN5",0,0,0,0,0,0
"873","DMRT3",0,0,0,0,0,0
"874","ST3GAL6",201,52,188,33,330,188
"875","ATP2C2",19,18,1,0,19,21
"876","NGFR",8,23,3,6,10,304
"877","CDON",723,211,530,262,117,73
"878","TAF2",2431,2002,1686,1678,1234,240
"879","HIPK2",3245,2077,5594,4024,2501,284
"880","TNPO3",5413,4797,4175,4037,2704,1805
"882","RFXANK",2012,2402,1803,1374,1971,4551
"883","TMEM161A",383,484,174,196,857,2842
"884","LPAR2",1786,1107,225,300,1073,4410
"885","CTSA",3275,2617,3490,2021,2522,3412
"886","SUGP2",21905,15781,3951,3758,16962,13268
"887","SLC12A2",2581,2473,1170,2069,511,195
"888","SNX24",364,334,112,46,85,46
"889","EYA2",1,0,0,0,0,5
"890","CNN2",23,399,12386,29,7790,1343
"891","ABCA7",3429,1204,752,275,4834,2859
"892","SNCAIP",0,0,4,0,0,0
"893","DDX20",2047,1255,1446,1538,810,546
"894","BTBD1",4793,3847,3400,4452,1913,759
"895","FAR2",1071,1736,1226,353,913,244
"896","BCAS1",1,8,2,16,12,34
"897","POU1F1",0,0,0,0,0,0
"898","CHI3L2",12,4,178,257,187,368
"899","SBNO2",4819,4697,2448,2634,4381,8135
"900","PMS1",1832,1694,653,1038,688,455
"901","HMG20B",2772,2613,749,516,1620,1981
"902","CALCRL",0,5,2,0,5,0
"903","TAF11",1538,1943,1067,1078,1153,1473
"904","ANKS1A",1655,1087,1421,995,1531,1441
"905","AP3D1",10541,10613,7820,6037,5835,8136
"906","ZNF76",3681,3331,1322,1273,3351,2977
"907","NHERF2",660,477,142,209,614,1913
"908","NTHL1",581,804,721,568,1841,1159
"909","BLTP3A",2992,2318,1951,1508,1744,559
"910","GNAI3",4303,5068,3465,2695,2381,1273
"911","IPO5",8888,9457,7519,9715,4735,2735
"912","OAT",4400,5746,76,1848,365,1168
"913","WDR3",3706,3027,3071,3972,1360,429
"914","PKN2",3068,1593,1397,1151,1510,191
"915","WDR18",2792,2716,2498,1569,2766,2985
"916","TRAM2",3524,2351,4023,2105,2614,1766
"917","NTN1",290,250,252,43,25,110
"918","GLP2R",0,0,0,0,0,0
"919","MCM10",4341,4095,2118,2588,1323,891
"920","DGKA",1234,572,698,404,7229,4429
"921","ERBB3",135,27,55,111,8,90
"922","ROPN1",0,0,0,0,0,0
"923","ANKRD44",2051,1394,1190,933,2073,136
"924","KARS1",7111,8322,7405,7749,5553,6752
"925","ADAT1",1111,1018,799,824,1162,352
"926","PDIA5",15,87,83,25,108,143
"927","TBC1D22B",1474,1993,1435,696,1624,1479
"928","NDUFB4",2691,3415,2620,2569,1726,1537
"929","SPEN",12201,11030,8488,10706,7808,2871
"930","MYLK",1786,1490,1780,366,2549,174
"931","ZC3H15",230,375,127,204,131,104
"932","MAP2K4",166,185,50,63,151,63
"933","PACC1",1341,1547,674,1128,840,839
"934","SNAP91",0,0,0,0,0,0
"935","SLK",5230,5321,3143,2601,1207,368
"936","CYB5R4",318,342,183,260,353,84
"937","COL17A1",2,2,0,0,55,27
"938","GSTO2",33,45,3,11,13,65
"939","SEC61A2",240,343,44,58,220,648
"940","PRKCQ",472,306,597,480,178,113
"941","TLE2",19,34,5,2,48,518
"942","ASB1",1650,1537,1346,1361,1742,1524
"943","FAM107B",6843,3847,10432,8798,5849,4061
"944","ME1",0,0,0,0,7,3
"945","TBC1D1",5979,9173,4486,3770,4017,3138
"946","CDK13",900,766,817,699,1193,503
"947","MTHFD2",4934,2665,1720,5243,1472,2498
"948","SLC9A7",4279,3658,2809,3811,3130,1398
"949","FOXJ2",2808,2591,1984,909,1993,567
"950","YBX1",41741,50850,35138,47036,14153,23669
"951","PDE4A",401,82,1247,2671,111,970
"952","PPP2R5A",2074,2751,1837,1868,1671,2230
"953","CTNNA2",0,0,0,0,0,0
"954","ELAVL1",7786,8261,6572,6501,4145,4023
"955","TIE1",138,65,424,7,874,183
"956","DIP2B",67,15,26,6,9,0
"957","SMARCD1",6855,8265,6231,5443,6546,5948
"958","KDM4A",4409,3122,2278,2767,1911,2081
"959","NFYC",2339,2477,2706,2199,2661,3251
"960","ZMYND12",111,58,14,14,26,34
"961","SLC9A3",1330,753,626,601,560,753
"962","NGEF",0,0,0,0,0,0
"963","ASPM",10477,6105,4738,5260,2822,376
"964","CD84",130,180,1867,2596,999,155
"965","ELOVL1",2252,2622,1786,1860,2256,4465
"966","SPI1",4282,6813,4855,3393,6336,6769
"967","POLR1H",0,0,0,0,926,1294
"968","MPPED2",0,0,0,0,3,0
"969","CLDN18",0,0,0,0,0,0
"970","ZBTB11",2639,1691,1446,1699,997,151
"971","ATXN3",1793,1301,715,657,621,909
"972","GOLGA5",1566,1701,1035,797,820,599
"973","FGFR2",2,0,1,0,8,0
"974","LRRC40",1185,1213,813,989,474,91
"975","ISOC1",939,1194,348,750,409,277
"976","EML1",8,0,0,7,3,37
"977","TRMT11",95,182,114,177,91,37
"978","THUMPD1",3563,3545,2607,2939,1485,581
"979","MSANTD3",1201,1096,321,350,114,214
"980","KIF26A",619,3230,4,949,363,7109
"981","ATG2B",3406,2901,1522,1265,2578,675
"982","ARFGEF1",5481,4681,3260,4281,2042,560
"983","ACSM2B",0,0,0,0,0,7
"984","ZFAT",923,1135,762,802,554,547
"985","MTFR1",659,512,344,434,175,115
"986","STAG3",925,1445,455,200,7909,22699
"987","FECH",1740,4397,926,695,696,388
"988","MYO9A",943,845,384,452,438,11
"989","DDX3Y",0,239,4526,4866,3487,1018
"990","PFKP",7790,9122,3557,5117,3881,7934
"991","IDI1",3581,3524,3057,3957,2170,2209
"992","SP100",3398,4210,2828,2767,2965,2391
"993","KLF6",4536,53953,2025,1765,8783,6044
"994","PLPP1",200,284,9,122,46,209
"995","NEO1",3923,3687,71,2168,94,815
"996","TRAM1",8596,9440,5147,8323,1788,623
"997","PHKA1",0,0,0,0,0,2
"998","TNFRSF1A",3298,2587,4689,1376,3307,3276
"999","CACNB1",509,693,229,330,637,1006
"1000","EVI5",540,351,376,427,65,86
"1001","STOML1",188,183,78,91,240,535
"1002","PKM",16510,14528,14990,11312,16123,15199
"1003","DHX29",166,231,0,24,127,187
"1004","DNTTIP2",2954,4796,2832,3021,1632,1311
"1005","METTL22",527,285,172,138,513,305
"1006","TP53BP1",3215,3123,3219,2386,4475,2784
"1007","TRO",2036,1291,0,16,11,350
"1008","RRP15",888,979,882,832,391,197
"1009","RHOA",35991,45346,31021,24017,19371,31833
"1010","DHX8",4427,4299,3125,3013,2944,2071
"1012","PRKCZ",36,11,50,3,20,62
"1013","ZFY",0,43,726,733,365,33
"1014","IARS2",4615,5627,3949,3651,2381,1039
"1015","SYT1",968,813,1897,1720,498,846
"1016","NAV3",13,17,11,5,167,34
"1017","IDH3G",1103,1516,226,221,773,1927
"1018","ROGDI",1245,1582,375,124,2253,1924
"1019","PDZD4",309,113,0,22,59,343
"1020","ATP2B3",0,0,1,0,2,0
"1021","ROCK1",11606,11616,7418,12258,4582,678
"1022","CBFB",4995,4549,3476,4025,1377,632
"1023","PDK3",4058,2843,1271,1360,992,845
"1024","HYAL2",603,564,405,530,388,447
"1025","HDAC4",3188,2047,1125,1425,1408,854
"1026","RASSF1",2377,3108,1301,1457,3633,5313
"1027","FGFR3",39,121,0,7,14,133
"1028","IFI35",682,1377,775,289,1240,4071
"1029","HEATR6",32,47,13,5,152,53
"1030","COASY",3722,4282,2710,2622,3741,7202
"1031","PLEKHH3",137,252,22,69,54,914
"1032","MEF2A",4869,3698,4300,6336,2726,2005
"1033","OTUD5",6203,7860,1343,1392,2473,5774
"1034","TFE3",3209,3058,1691,917,1221,2164
"1035","TBC1D25",2501,2628,663,661,699,1510
"1036","ACSL4",116,109,61,109,1135,252
"1037","INPP5A",287,287,1116,782,614,722
"1038","GPKOW",2384,3501,1258,1186,1132,1704
"1039","GRIPAP1",12553,10635,2490,2242,4570,7123
"1040","FTSJ1",4122,4768,1806,1891,1859,2389
"1041","PRR11",5687,6460,3329,6050,1512,423
"1042","REEP1",7,0,4,1,3,28
"1043","ATP11A",5619,4635,4858,4633,3575,947
"1044","POLR1A",1936,1207,1078,1013,1073,101
"1045","LAPTM4A",2820,3607,1679,2303,1609,1914
"1046","TTC7A",6101,4210,5174,4324,11264,6073
"1047","IP6K2",2195,1222,345,658,1309,1392
"1048","STON1-GTF2A1L",0,0,0,23,0,1
"1049","SRBD1",1884,1769,1502,870,1135,260
"1050","KIF2A",5489,5092,3707,4654,1810,671
"1051","RASGRP2",8091,21833,4478,2966,34174,47547
"1052","PSME4",5283,5082,4364,4221,2821,1636
"1053","IFT80",2429,1143,201,244,1552,508
"1054","SIRT2",2202,2174,919,889,1790,1446
"1055","ERLEC1",1892,1899,1054,1283,680,610
"1056","PPP2R5B",717,782,71,100,441,1505
"1057","PYGM",204,222,78,108,377,1065
"1058","PAGE1",0,0,0,0,0,1
"1059","PITX1",1854,1340,2,61,0,21
"1060","TRPC7",0,0,0,0,0,0
"1061","MAST4",4,27,4,309,50,44
"1062","ADGRF5",0,0,0,0,0,0
"1063","SDK2",13530,7065,1754,1001,827,1217
"1064","ADAM7",0,0,0,0,0,0
"1065","NUP133",4343,3978,2745,2845,2073,1335
"1066","NUCKS1",26158,27493,22545,19771,8271,4479
"1067","VPS35",8388,7361,4884,4823,2555,1339
"1068","DNAJA2",1140,1081,723,929,802,719
"1069","BCL3",25,170,96,3,278,459
"1070","KCNAB2",8065,5902,19890,8956,12774,8862
"1071","ABCC9",350,437,89,138,366,333
"1072","GAL",0,5,0,0,0,0
"1073","CLEC2D",1508,1091,812,434,1532,204
"1074","FUNDC1",1281,1441,368,385,285,333
"1075","MAOB",0,0,0,0,0,0
"1076","RORA",4,3,0,0,15,1
"1077","DRD4",0,0,0,0,1,1
"1078","TGFBR3",10,34,18,84,38,36
"1079","HES2",2,10,1,3,20,16
"1080","ATP1B3",3958,4159,3003,3477,2597,4132
"1081","NEDD4",2291,2402,909,1497,2417,870
"1082","PIGB",113,109,179,143,205,109
"1083","MAPK6",1081,1171,2402,1603,896,252
"1084","GNB5",417,438,585,306,644,854
"1085","RAB27A",1305,1616,1770,1984,1256,1153
"1086","HDHD5",2349,2218,2303,1777,1785,3026
"1087","UFD1",2911,2823,1144,1466,1200,2011
"1088","LRP6",3735,2382,1561,756,1064,79
"1089","GUCY2C",0,0,0,1,4,1
"1090","SCT",2,0,0,0,0,47
"1091","PHRF1",0,0,0,0,282,0
"1092","ELP1",937,780,395,251,1065,796
"1093","NUCB2",2269,1748,553,1381,689,818
"1094","PFN2",181,117,1,104,2,26
"1095","PTPN3",282,43,74,9,83,238
"1096","SPTB",98,4010,27,40,854,482
"1097","DAPP1",536,656,707,174,1088,149
"1098","FGF10",0,0,0,0,0,0
"1099","SLC44A1",1769,1788,1932,1859,3245,3220
"1100","TMEM260",202,93,148,68,67,735
"1101","SMG6",870,188,539,28,581,1346
"1102","EXOC5",2782,2232,1849,1094,886,543
"1103","CLTCL1",1236,560,476,183,722,614
"1104","FGF22",6,6,3,0,2,13
"1105","FSTL3",853,688,165,143,542,713
"1106","DGCR2",1366,1029,977,925,2052,4152
"1107","RNF126",889,755,380,400,742,898
"1108","MNT",4146,2644,1966,1536,2661,1525
"1109","ZXDC",2130,2349,1070,1273,2147,2593
"1110","JMJD6",1622,1910,929,505,1010,2024
"1111","POLB",474,378,677,737,598,987
"1112","ST6GALNAC1",0,0,0,0,10,1
"1113","WIPI1",82,13,16,25,24,44
"1114","FRMPD1",52,24,84,92,100,83
