"","id","DS1_Cell","DS1_Pt","DS76_Cell","DS81_Cell","DS76_Pt","DS81_Pt","DS76_C","DS81_C","K_C","N_C","S_C","DS1_C"
"347","BCLAF1",11727,16008,11655,9840,5180,1040,12297,10372,11843,13521,13697,7840
"348","SLC39A9",559,657,286,722,481,1537,2899,3944,2887,3878,3173,2542
"349","ANK1",76,5196,214,157,792,265,448,265,0,25,10,55
"350","TFB1M",461,332,322,315,336,297,340,332,447,531,461,308
"351","RABEP1",4035,3474,3887,1348,1598,735,6449,1912,4646,5667,5314,3749
"352","HMGB3",2366,3251,1437,926,581,338,4569,2986,4982,4658,5314,5202
"353","NUP160",5454,4756,3849,5773,3720,1039,4061,6085,6078,7657,6778,3646
"354","BAK1",1566,1666,1205,942,1970,3979,1271,993,1379,1058,1493,1047
"355","IKZF2",302,87,1391,12749,885,93,1468,13439,7113,3437,1313,202
"356","GRN",11173,13182,7442,5684,5470,13782,7852,5991,3895,4364,5070,7470
"357","FAM13B",3835,3753,2833,2448,1915,544,2989,2580,1179,1815,2071,2564
"358","ARHGAP31",38,194,348,20,66,94,NA,NA,NA,NA,NA,NA
"359","CENPQ",505,483,273,475,181,177,288,501,458,463,466,338
"360","SARS1",6444,6464,4122,4719,3802,10135,NA,NA,NA,NA,NA,NA
"361","RANBP3",2993,2672,1678,2162,2035,3977,3806,3631,3812,3348,4202,3224
"362","ARID4A",3744,2446,1572,1724,1154,318,1659,1817,1791,1954,1504,2503
"363","EIPR1",1548,1909,1562,1389,2049,2479,NA,NA,NA,NA,NA,NA
"364","PNPLA6",3433,4904,2120,2063,3014,5763,2297,2380,2497,1726,1774,2666
"365","IFT88",348,543,294,188,307,167,358,239,294,202,270,253
"366","ALG1",1118,1055,935,1248,877,1467,1001,1350,845,1182,616,767
"367","ZCCHC8",3048,2277,1437,1333,1908,1201,1516,1405,1795,1368,1478,2038
"368","ABCF2",2844,2924,2250,1890,1780,2548,3735,3283,4020,4780,3832,2877
"369","CHPF2",2368,1995,1081,951,2464,3054,1141,1002,745,914,904,1583
"370","FUT8",1437,791,945,884,593,390,1610,1483,1624,1077,3529,1572
"371","UBA6",719,616,435,637,212,42,2294,3429,2248,3159,2460,2929
"372","GAB2",19793,19096,10459,10544,10291,6097,11035,11114,3250,2062,7469,13233
"373","ATP6V0A1",11,131,40,72,189,956,97,174,2,2,1,7
"374","PIAS1",2219,1477,1465,1416,825,671,3073,3135,2570,2968,3457,3418
"375","SLC4A7",2801,1706,934,2643,789,108,985,2786,3450,2265,3794,1873
"376","MAP2K3",2396,4701,2906,1067,2904,2308,3109,1125,2149,3126,2183,1700
"377","TMSB10",26226,33516,26897,16408,37614,58775,28379,17295,27842,23156,14976,17533
"378","ASTE1",444,202,274,350,247,322,289,369,290,416,194,297
"379","RNF19A",2675,1985,1291,1444,1160,364,1362,1522,1145,728,905,1788
"380","PEX3",613,779,505,633,303,199,533,667,614,1157,800,410
"381","GABARAPL2",1784,2357,1271,1355,1140,1981,1341,1428,1550,1204,1396,1193
"382","SH3YL1",1793,1296,492,698,922,319,519,736,595,262,411,1199
"383","FAM136A",2724,2624,1441,1348,1093,1320,1520,1421,1722,4239,2368,1821
"384","VCL",3160,3717,2352,523,4929,652,2482,551,1269,1913,2293,2113
"385","DEPDC1B",84,248,134,189,126,23,1032,1303,1605,1947,1588,1023
"386","NSMAF",2931,2978,3011,3196,1827,1331,3177,3369,2763,3600,2545,1960
"387","ADSS2",3265,2831,2305,3038,1554,744,NA,NA,NA,NA,NA,NA
"388","STAP1",74,14,1814,504,391,311,1914,531,578,7235,10,49
"389","RFC1",9901,6929,4782,5563,2466,1714,5051,5874,5565,6686,6495,6619
"390","TBC1D23",1868,1530,1157,1187,627,272,1221,1251,931,730,914,1249
"391","CUL3",5060,5587,4209,4132,1813,641,4441,4355,3993,4705,4401,3450
"392","ZZZ3",3327,3055,2017,1873,1255,501,NA,NA,NA,NA,NA,NA
"393","CASR",223,204,52,95,1102,266,55,100,92,53,71,149
"394","TUBG2",599,818,15,64,32,854,16,67,39,0,28,400
"395","RPL26L1",655,646,1094,860,525,993,1154,907,723,1023,615,438
"396","NSUN2",2797,1447,1222,1303,2470,1321,4632,5432,5212,9018,6620,4679
"397","FBXO42",2138,1615,1130,1144,1223,1935,1192,1206,1118,1619,1341,1429
"398","MFAP3",829,343,471,582,305,64,497,613,487,816,704,554
"399","MRI1",2791,2391,844,784,2233,1198,964,875,1244,1519,783,2002
"400","METTL1",145,206,121,125,217,609,447,451,462,525,504,322
"401","AGA",743,497,469,435,412,179,495,459,461,202,264,497
"402","PI4K2B",1834,1425,1516,1767,1084,298,1600,1863,2341,2988,1822,1226
"403","BOD1L1",395,272,182,209,330,151,3961,4620,3910,3856,3484,4505
"404","MAT2B",1054,1171,458,908,873,349,2807,3720,2954,3140,2766,2887
"405","EDC4",2099,2040,383,558,3308,9916,4728,4941,5849,4412,5845,6230
"406","TRIO",6578,5863,2916,1708,4787,543,3077,1800,6400,2937,1788,4398
"407","CLEC16A",3285,3792,1965,1999,2624,2719,2073,2107,1710,1779,1606,2196
"408","MSR1",77,101,286,73,128,19,NA,NA,NA,NA,NA,NA
"409","MTREX",1982,1433,1108,1264,109,393,NA,NA,NA,NA,NA,NA
"410","ZFYVE16",2492,1569,1134,864,812,468,1196,911,494,902,991,1666
"411","RIPOR1",3995,5196,2493,1205,4369,3107,NA,NA,NA,NA,NA,NA
"412","RAI14",2333,1993,1566,314,803,280,NA,NA,NA,NA,NA,NA
"413","PNKP",2438,2339,1247,786,3163,3644,1316,829,1330,770,1364,1630
"414","PHLPP2",1522,1541,633,495,516,367,668,522,525,594,404,1018
"415","SPDL1",1995,2190,1366,1745,986,514,1441,1839,2238,2058,2523,1334
"416","STAU2",2050,1400,1972,1826,481,240,2081,1925,2012,1903,2392,1371
"417","SLC66A1",682,310,338,232,511,657,NA,NA,NA,NA,NA,NA
"418","CTNS",1257,898,1147,219,704,377,1210,231,515,1257,360,840
"419","RTN4R",1115,467,417,311,334,1227,440,328,105,121,201,745
"420","PHF23",2412,1198,1852,905,1176,974,1954,954,1906,2197,2521,1613
"421","INPP4A",2095,2441,2557,1369,2524,1041,2698,1443,1725,1270,1117,1401
"422","PSMA4",7773,8801,5382,5246,4098,4998,5769,5628,5603,7392,7142,5277
"423","LSG1",378,285,68,95,209,80,2286,2502,1988,2799,2327,2224
"424","PARP3",2441,2054,294,570,391,1312,310,601,147,519,186,1632
"425","THAP3",788,742,406,440,631,1968,479,518,444,393,496,577
"426","TDP1",2621,2539,2180,2169,1634,1034,2300,2286,2193,2501,2103,1752
"427","AIFM2",362,274,106,224,130,490,112,236,782,185,48,242
"428","SPATA7",369,324,125,120,138,162,NA,NA,NA,NA,NA,NA
"429","MED17",1430,1537,1064,1196,1047,692,1123,1261,1324,1262,1120,956
"430","RETSAT",1838,2025,1004,1224,930,1229,1059,1290,926,794,1126,1229
"431","CAPG",1293,2151,6911,3187,5752,8257,7292,3359,4213,203,1577,864
"432","AP2S1",193,309,201,153,410,1998,1910,1561,1681,1345,1089,1443
"433","DCUN1D1",1473,1724,1208,1069,528,391,1275,1127,1273,1474,1489,985
"434","JADE2",6586,10106,3316,1595,8092,3949,3499,1681,3459,4734,2627,4403
"435","LCP2",635,1047,1445,415,863,568,4332,1073,1206,935,1242,1237
"436","TRIT1",1048,872,410,795,460,554,433,838,693,758,740,701
"437","CUL7",1067,1009,751,544,1524,2089,994,683,930,373,632,868
"438","CTNNA1",1300,1693,608,931,315,2598,6030,6177,5819,2346,2527,6321
"439","PHKA2",10083,10165,1318,1478,3037,3582,1391,1558,1681,1354,1686,6741
"440","HSPA5",15466,29624,11717,9168,7423,19485,12363,9664,14482,19113,16684,10340
"441","GEMIN8",641,772,253,211,546,460,267,222,501,455,295,429
"442","OFD1",21140,8164,890,1088,2492,3425,3088,3781,2757,1737,2363,19311
"443","WDR37",2034,1507,1238,1239,1725,1478,1306,1306,771,728,948,1360
"444","YTHDC2",2777,2175,1251,1543,1784,556,1320,1626,1046,1738,1358,1857
"445","CTPS2",2582,2985,527,919,618,689,556,969,671,709,0,1726
"446","ATP6V1H",1890,2002,1514,1561,911,1008,1597,1645,1264,1049,1173,1264
"447","POLR2B",7305,6733,4473,4449,4923,1647,5484,5974,6238,7838,5250,5066
"448","ATOSA",710,516,1188,566,1760,273,NA,NA,NA,NA,NA,NA
"449","ARAP2",1389,2042,1904,1595,3412,524,2009,1681,416,631,653,929
"450","TPR",16533,14921,10109,10843,9236,4086,10666,11429,13155,11689,14240,11053
"451","KATNIP",1368,1161,775,671,1597,1020,NA,NA,NA,NA,NA,NA
"452","DTNBP1",2197,2035,2169,1378,1422,2708,2288,1453,1292,1250,1044,1469
"453","C12orf4",862,1174,727,352,552,321,767,371,915,1110,966,576
"454","SCML1",2074,1283,122,194,320,28,129,204,292,362,576,1387
"455","WWC3",10277,3635,5769,4628,1286,1347,6087,4878,6586,2293,1655,6871
"456","MAP4",9726,9021,4167,3873,5342,5824,8119,7087,8178,9888,8918,11611
"457","USP28",3242,3185,1433,1331,1675,1016,1512,1403,1206,1811,1303,2167
"458","HDAC9",1499,2142,1314,2067,686,205,1386,2179,1950,1746,1996,1002
"459","TSPAN17",718,1189,623,615,423,1420,864,1008,996,417,662,818
"460","NOP16",1222,1155,1399,1753,1194,1280,1518,1911,1863,2737,2555,868
"461","CC2D2A",556,681,17,66,214,67,24,70,281,94,15,372
"462","RRM2B",1167,1155,1505,1077,589,178,1647,1278,1108,844,679,848
"463","ZNF800",1448,1487,797,924,849,353,999,1163,1112,1186,1306,1121
"464","SNX29",2064,1893,3427,1070,2355,664,3616,1128,842,1136,506,1380
"465","MRPS10",1426,1534,1700,1518,965,768,1794,1600,1722,2021,1786,953
"466","RSF1",3141,2388,1894,1807,1028,390,3018,3341,2841,3482,3379,3196
"467","VPS13D",4222,6201,1868,2334,3698,2364,2343,2852,1534,2001,1195,2994
"468","CELF2",10149,9434,10877,10206,7990,2496,11476,10758,9974,5998,10176,6785
"469","FAM120A",1222,1084,1106,860,1314,26,10010,7706,11264,10650,12207,8067
"470","R3HDM1",6211,6404,4884,4943,2624,820,5153,5210,5838,6007,5107,4152
"471","ERCC8",387,517,295,338,274,114,311,356,173,573,434,259
"472","ADAMTS6",263,238,21,169,158,57,22,178,9,118,36,176
"473","H6PD",2730,2029,4268,2460,2302,2018,4503,2593,3558,1112,1489,1825
"474","VAMP3",138,256,71,66,92,18,885,933,1099,1130,1116,905
"475","PER3",836,523,162,562,37,99,NA,NA,NA,NA,NA,NA
"476","RCN1",4020,3450,1743,3444,957,3047,1839,3630,1725,4237,5160,2688
"477","RFC2",3370,4208,3596,3977,2363,4618,3794,4192,4839,4019,5021,2253
"478","ARID1B",13375,12400,7506,7624,5858,1475,10468,10659,7730,6472,9605,10189
"479","CLPTM1L",1566,1708,907,2110,3780,5163,5845,9671,7379,6320,7978,4092
"480","NEDD4L",2115,2027,723,751,75,813,861,842,99,1723,527,1417
"481","PPP1R3F",103,106,42,116,74,743,203,306,206,125,119,282
"482","HEXB",160,238,159,200,492,1274,2781,2921,1773,1539,2256,1425
"483","PTCD2",132,161,162,156,130,35,395,582,562,695,590,572
"484","JKAMP",1034,821,599,447,719,467,632,471,669,840,693,691
"485","MCUR1",2334,2297,1740,1919,1327,817,1836,2023,1451,2494,2012,1560
"486","LIMA1",1139,918,590,180,177,80,623,190,354,1510,1435,761
"487","LETMD1",2083,1466,843,1189,2308,3053,889,1253,1273,797,1403,1393
"488","SLC4A8",133,135,33,62,333,275,35,65,180,17,871,89
"489","MAPK9",2755,2818,1675,1537,1219,966,1767,1620,1559,1575,1576,1842
"490","FHIP1B",1725,1398,456,396,2148,3108,NA,NA,NA,NA,NA,NA
"491","HERPUD1",1133,1333,1242,1124,692,2337,1310,1185,1921,2995,1455,757
"492","HOMER3",1866,559,300,300,84,723,317,316,68,265,0,1248
"493","RAD51",1345,1450,1715,2270,1301,2148,1809,2393,3010,1870,3167,899
"494","POLQ",3459,2201,1340,1707,1663,1196,1414,1831,2281,1626,2428,2345
"495","PIK3CB",1435,949,905,583,302,164,989,640,1043,1061,1007,993
"496","CYBA",5745,10022,5904,3189,14329,23533,6237,3361,4965,6426,5239,3856
"497","THOC3",5842,7282,4111,4058,2489,3379,4337,4277,8186,6330,7115,3906
"498","HEBP2",559,930,484,545,884,1124,511,574,1122,639,315,374
"499","MPHOSPH9",4137,3851,2120,2574,3121,1115,2237,2713,2598,2888,2157,2766
"500","PLEKHA5",336,145,144,16,285,114,328,159,2,4,970,519
"501","SIKE1",1783,1597,1358,1731,738,364,1433,1825,1588,151,2083,1192
"502","RRP12",1851,2141,1784,2051,1914,3038,1882,2162,1856,2700,2323,1237
"503","MSMO1",156,56,71,175,15,78,656,752,1584,1248,1817,607
"504","TTC17",4309,3960,1541,1896,3505,2469,2459,3375,1817,3043,2097,4374
"505","FOXN3",8305,10298,7420,7899,3445,1843,7829,8326,4296,5764,3268,5552
"506","AKR7A2",2628,2781,1889,1763,1736,2688,1993,1858,2840,1667,2709,1757
"507","MRTO4",2553,3297,3216,4423,1495,2676,3393,4662,4082,6060,5771,1707
"508","USE1",321,171,71,97,167,710,817,881,531,456,699,981
"509","MCF2L2",457,132,37,64,181,62,39,67,55,388,5,306
"510","LAMA3",42,155,118,127,226,1153,166,282,10,17,62,46
"511","AP5M1",2153,1604,1536,1311,1068,553,1621,1382,1224,1268,1589,1439
"512","ANAPC4",1420,1305,688,756,1357,1331,726,797,991,1087,748,949
"513","TRAPPC3",1952,2034,1522,1203,1429,2378,1606,1268,1363,1659,1084,1305
"514","PHPT1",812,592,358,145,882,2193,1308,446,1119,1157,912,1288
"515","LY75",3509,3540,1408,3548,2140,325,1486,3740,1691,1388,1226,2346
"516","ARID4B",5193,3288,2439,2633,2054,477,2573,2775,2489,1955,2495,3472
"517","OPN3",463,594,698,1135,774,895,736,1196,825,1520,331,310
"518","SDCCAG8",361,291,321,143,946,429,1111,636,600,374,531,743
"519","KIF1B",4536,3739,1017,1246,1354,694,1201,1431,3275,1723,1388,3312
"520","TBC1D22A",1159,1374,2207,1611,1972,2334,2329,1698,1831,1391,1699,775
"521","SYNE2",3816,4275,7407,2084,9818,1591,7908,2197,3046,2374,1342,2575
"522","PLEKHH1",65,59,13,15,87,72,14,16,6,2,1,43
"523","ATP9A",5989,73,12643,1298,2040,46,13340,1368,109,0,83,4004
"524","FAM168A",5952,5140,4245,2238,3908,1547,4479,2359,2318,2007,2739,3979
"525","RELT",1969,2041,1070,836,4151,3717,1129,881,808,678,1120,1316
"526","GALC",363,480,109,224,575,325,115,236,881,0,450,243
"527","NOP58",554,631,287,274,374,159,5159,5715,4306,7080,5294,3371
"528","SZRD1",9442,10978,9552,7484,7602,8896,10078,7889,7667,7189,7748,6312
"529","CUL1",5472,5616,4258,4174,2817,2261,4493,4423,3568,5803,4264,3658
"530","FAM114A2",1020,1071,724,620,707,357,764,654,962,765,728,682
"531","CYFIP2",17644,13986,13887,12709,11981,3115,14652,13396,24170,15752,18415,11796
"532","TAB2",4482,4609,3396,3891,2584,1138,3583,4101,2266,2679,2996,2996
"533","GINM1",439,264,41,127,163,210,869,1095,654,671,1101,1126
"534","EIF2AK2",8120,9061,5019,4451,2997,1238,5330,4705,3815,4857,4922,5445
"535","USP36",4789,3375,2900,4017,2149,2907,NA,NA,NA,NA,NA,NA
"536","KMT2C",4170,2546,2265,2311,1814,493,5377,6256,3725,2931,2570,5588
"537","PUM2",5749,3787,3547,2969,1714,487,8836,9012,7282,7590,7742,6977
"538","MRPL43",1747,2201,881,839,953,1742,1480,1321,1821,1374,786,1425
"539","ITIH4",1123,1219,79,97,1114,4010,NA,NA,NA,NA,NA,NA
"540","HPF1",1133,1424,603,483,335,293,NA,NA,NA,NA,NA,NA
"541","ZFR",456,463,241,330,196,271,5596,6243,5712,6215,5438,4755
"542","ZNF280C",1086,740,349,430,239,38,368,453,481,716,659,726
"543","TRAF1",223,163,203,61,387,1041,214,64,169,113,62,149
"544","RC3H2",4536,2855,2150,2081,2245,849,2268,2194,2408,2874,3016,3033
"545","TRAF3IP2",2079,2681,4613,3196,5282,3293,5418,3776,2583,10254,2712,1562
"546","SOAT1",2802,1814,1346,1699,588,780,1420,1791,1092,1599,1269,1873
"547","GDI2",19096,20984,17229,15200,11358,10868,18178,16022,19062,15572,16555,12767
"548","PRDM1",50,80,216,854,103,139,228,900,28,99,2,33
"549","ATG5",544,677,783,915,641,1251,826,964,650,1014,788,364
"550","PITHD1",3401,3757,2040,2823,1586,4196,2152,2976,2231,2486,2901,2274
"551","MTA3",1500,1899,540,615,845,1155,570,648,685,1072,845,1003
"552","USP13",2808,2730,1652,2920,1194,796,1743,3078,3262,3371,3895,1877
"553","ATP11B",1099,915,617,644,458,45,3561,3794,3375,5141,3488,4333
"554","CDK14",5329,4309,2156,8070,1022,1415,2275,8506,2068,1861,15838,3563
"555","SEC61A1",11842,10928,7731,9275,5681,15953,8157,9777,6945,8315,6855,7917
"556","PPP1R12A",7044,5483,4144,4106,2150,448,4372,4328,4230,3862,4235,4709
"557","CROCC",1066,970,116,189,801,1511,641,920,396,1250,833,1978
"558","POLR3E",3388,3375,1669,2193,2825,1744,2146,2744,2653,2970,3072,2528
"559","ATP2B4",12439,14289,5563,5946,10062,3804,5869,6268,2615,663,3916,8316
"560","ZC3H11A",14180,12455,5948,4944,8305,3598,6276,5211,4747,5259,5041,9480
"561","RIOK2",1481,1496,1090,1352,610,462,1150,1425,1204,2157,1330,990
"562","YIPF1",654,685,509,467,604,1502,537,492,330,525,467,437
"563","NDC1",2506,2727,2194,3747,1492,1210,2315,3950,3030,4641,3364,1675
"564","DGKG",159,181,176,164,144,130,NA,NA,NA,NA,NA,NA
"565","FLYWCH1",2793,2589,921,873,2328,2789,1506,1540,1874,1505,1373,2764
"566","UNKL",2619,1123,998,1037,2312,1512,1289,1093,598,552,834,1751
"567","TBXAS1",62,127,1230,335,979,364,1298,353,0,26,132,41
"568","PARP12",2064,2168,1228,555,3089,4563,1296,585,887,1000,1101,1380
"569","ALDH18A1",8101,8256,3087,5685,2010,2242,3257,5992,4627,8096,4160,5416
"570","TARBP1",4503,3507,1636,1534,8048,1368,1726,1617,2076,2232,1962,3010
"571","GATB",451,470,610,223,282,262,NA,NA,NA,NA,NA,NA
"572","MXD1",1101,1291,283,431,560,588,299,454,232,557,279,736
"573","CDK17",1900,1112,1024,1042,654,110,1080,1098,943,899,1098,1270
"574","DNAJC25",327,391,143,179,150,112,151,189,103,288,275,219
"575","SLC2A3",281,357,64,23,347,99,2160,738,1694,401,1624,1314
"576","CTDP1",2491,2554,1769,1205,1793,2184,3170,2189,2137,2571,1912,2655
"577","YBX3",13619,21233,4802,2859,12921,7464,7107,3996,6614,10880,8159,10778
"578","WNK1",12242,13784,8058,4623,6140,588,12417,7028,13484,12376,11023,11909
"579","CCAR1",4454,4142,2901,2462,3736,660,5536,5248,6498,5930,5588,4556
"580","OGFR",713,897,161,69,1379,309,4154,2341,4826,2330,4782,3751
"581","GNA15",4831,13707,3847,5172,4771,9325,4059,5452,744,4741,7540,3230
"582","PIGV",483,203,354,214,458,860,415,245,210,147,106,372
"583","SNRNP40",2860,2659,2902,2817,2013,2580,3062,2969,3345,3963,4076,1912
"584","QSER1",3671,2255,1920,3252,834,224,2026,3428,3920,3995,3335,2454
"585","MPC1",284,256,59,94,152,215,921,686,1033,889,1358,753
"586","ACAA1",1479,1067,422,494,1965,3443,2016,2598,2602,887,1704,2682
"587","BCAT1",2095,1589,1123,942,484,72,9312,7732,15509,18457,33078,10275
"588","HDAC7",2595,3239,2536,1437,8671,9848,5326,2517,3934,3941,2326,3315
"589","MRPS35",2036,2572,1974,1189,940,466,2083,1253,1926,2870,2771,1361
"590","SFSWAP",5693,6468,3016,3012,3824,3755,3182,3175,3678,3453,3497,3806
"591","TNK2",571,384,363,349,14190,19344,5509,3348,962,1321,1420,4409
"592","MON2",2572,2592,1225,1105,1920,430,1292,1165,1384,1153,918,1720
"593","GPBP1",5372,5700,3030,3306,2556,2845,3197,3485,2593,3313,2945,3591
"594","CS",13701,14692,8906,7900,8080,6871,9397,8327,10660,13854,11344,9160
"595","LTK",873,647,736,93,4643,3704,777,142,2797,137,611,624
"596","MRPS24",859,1201,1952,1597,1286,2572,2060,1683,1590,1822,950,574
"597","ELMO2",1414,1218,623,599,596,1782,1750,1410,1223,1156,948,2048
"598","VMP1",2359,2264,1921,1478,1201,1592,2027,1558,1420,1976,1613,1577
"599","APPBP2",2350,1923,1364,1175,991,509,1439,1239,1141,1698,1141,1571
"600","POLD1",11437,13000,4564,6905,6487,14105,4815,7278,8766,7209,7637,7646
"601","EIF4B",15492,14461,11284,12552,5917,639,40329,42514,35736,47660,48943,36404
"602","BICRA",3013,2603,1164,1416,1368,1625,NA,NA,NA,NA,NA,NA
"603","SPHK2",1662,1242,1274,1047,975,2387,1344,1104,1191,1066,1263,1111
"604","RPL18",23397,23596,23717,21625,30958,67805,25024,22795,25899,22418,29032,15642
"605","CA11",399,160,180,89,315,297,190,94,186,200,156,267
"606","ISOC2",1345,1598,1165,1374,1123,1814,1229,1448,1509,1920,2114,899
"607","U2AF2",19536,20656,14238,13868,13794,17058,15022,14618,16594,18523,17680,13061
"608","EPN1",783,902,774,636,911,1785,4857,4199,6495,5574,6808,3495
"609","MED29",2102,2378,1551,2147,1632,1968,2340,2353,2115,1914,2264,1661
"610","AHRR",5906,62,8410,5007,48,40,9627,5605,2071,46,438,4336
"611","MTMR1",4046,5388,1821,1450,1999,899,1921,1528,1671,3087,1821,2705
"612","ADCK1",335,366,242,132,418,1062,255,154,143,179,146,261
"613","HAGH",1867,2498,680,928,813,2147,717,978,1065,591,1052,1248
"614","RNF4",295,216,208,276,905,833,3768,4048,4064,3230,3454,3274
"615","CASP8",1058,1300,1375,780,1195,571,2422,1194,1593,1172,1370,1339
"616","INTS13",341,250,167,142,152,101,NA,NA,NA,NA,NA,NA
"617","TM7SF3",4095,4408,3335,1257,3819,1866,3519,1325,2900,2777,2872,2738
"618","SPA17",221,53,307,165,64,27,324,174,213,164,321,148
"619","TSPAN32",24,166,39,21,916,212,41,22,88,7,43,16
"620","ST3GAL6",201,52,188,33,330,188,198,46,0,0,0,134
"621","CDON",723,211,530,262,117,73,865,343,30,667,237,710
"622","TAF2",2431,2002,1686,1678,1234,240,1779,1769,1707,2190,1803,1625
"623","HIPK2",3245,2077,5594,4024,2501,284,5902,4242,184,3632,1653,2169
"624","TNPO3",5413,4797,4175,4037,2704,1805,4405,4255,5053,3139,4156,3619
"625","RFXANK",2012,2402,1803,1374,1971,4551,1902,1448,1784,1852,1597,1345
"626","TMEM161A",383,484,174,196,857,2842,550,640,773,1047,812,709
"627","LPAR2",1786,1107,225,300,1073,4410,237,316,470,424,294,1194
"628","CTSA",3275,2617,3490,2021,2522,3412,3682,2130,1820,1802,2112,2189
"629","SUGP2",21905,15781,3951,3758,16962,13268,4577,5448,6091,4355,4994,14695
"630","SLC12A2",2581,2473,1170,2069,511,195,1234,2181,1449,1249,2716,1726
"631","SNX24",364,334,112,46,85,46,118,48,84,117,31,243
"632","CNN2",23,399,12386,29,7790,1343,NA,NA,NA,NA,NA,NA
"633","ABCA7",3429,1204,752,275,4834,2859,1343,398,1286,185,1041,3018
"634","DDX20",2047,1255,1446,1538,810,546,1526,1621,1769,2276,2019,1369
"635","BTBD1",4793,3847,3400,4452,1913,759,3587,4693,4239,3620,6969,3204
"636","FAR2",1071,1736,1226,353,913,244,1294,372,6,617,1174,716
"637","SBNO2",4819,4697,2448,2634,4381,8135,2965,2981,3338,2282,2671,3499
"638","PMS1",1832,1694,653,1038,688,455,689,1094,1001,1304,1134,1225
"639","HMG20B",2772,2613,749,516,1620,1981,4349,3467,4511,3996,3182,4564
"640","TAF11",1538,1943,1067,1078,1153,1473,1126,1136,1230,1547,1208,1028
"641","ANKS1A",1655,1087,1421,995,1531,1441,1499,1049,1240,2650,1394,1106
"642","AP3D1",10541,10613,7820,6037,5835,8136,8251,6364,7804,3244,7105,7047
"643","ZNF76",3681,3331,1322,1273,3351,2977,1395,1342,1421,1077,1224,2461
"644","NHERF2",660,477,142,209,614,1913,NA,NA,NA,NA,NA,NA
"645","NTHL1",581,804,721,568,1841,1159,761,599,1237,1374,1137,388
"646","BLTP3A",2992,2318,1951,1508,1744,559,NA,NA,NA,NA,NA,NA
"647","GNAI3",4303,5068,3465,2695,2381,1273,3656,2841,3121,4089,2678,2877
"648","IPO5",8888,9457,7519,9715,4735,2735,9173,11025,13078,19639,16845,7101
